Source;Type;Target;Weight
Drugojvoin;Undirected;Semira;1
PervyjVoin;Undirected;Pervyjvoin;1
Pervyjvoin;Undirected;Semira;1
Semira;Undirected;Voin;1
Oleg;Undirected;Rostislav;6
PervyjVoin;Undirected;Semira;1
Oleg;Undirected;Oskold;3
Oskold;Undirected;Pervyjvoin;1
Rostislav;Undirected;Semira;7
Izbrana;Undirected;Oskold;1
Semira;Undirected;Vitozar;1
Izbrana;Undirected;Semira;5
Oskold;Undirected;Rostislav;3
Oskold;Undirected;Semira;5
Rostislav;Undirected;Voin;1
Drugojvoin;Undirected;Oskold;1
Drugojvoin;Undirected;PervyjVoin;1
Oleg;Undirected;Vozved;1
Drugojvoin;Undirected;Pervyjvoin;1
Oskold;Undirected;PervyjVoin;1
Oleg;Undirected;Semira;6
Oleg;Undirected;Vitozar;1
